Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type,area_room_ratio
842,52032011,Lahore,4.0,6.0,8.0,2.0,3.0,3.0,15.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,27548.0,DHA Phase 6,Punjab,DHA Defence,Houses,907.5
844,51493861,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,8.39, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15409.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
846,52007184,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,3.25, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Under Construction,2722.0,11940.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses,907.3333333333334
851,50435113,Lahore,4.0,6.0,7.0,1.0,3.0,1.0,5.9, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,5445.0,10836.0,LDA Avenue,Punjab,LDA Avenue,Houses,907.5
852,50438309,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,2.75, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,10103.0,LDA Avenue,Punjab,LDA Avenue,Houses,453.6666666666667
853,50756601,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,3.55, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,13042.0,LDA Avenue,Punjab,LDA Avenue,Houses,453.6666666666667
854,50761072,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.2, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,15430.0,LDA Avenue ,Punjab,LDA Avenue,Houses,544.4
855,50793271,Lahore,2.0,5.0,5.0,1.0,2.0,1.0,3.2, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,11756.0,LDA Avenue ,Punjab,LDA Avenue,Houses,544.4
857,50793503,Lahore,2.0,5.0,5.0,1.0,2.0,1.0,3.4, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,12491.0,LDA Avenue ,Punjab,LDA Avenue,Houses,544.4
858,52089465,Lahore,1.0,3.0,4.0,0.0,2.0,2.0,3.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,22043.0,DHA 9 Town ,Punjab,DHA Defence,Houses,453.6666666666667
859,51999598,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,3.05, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,11205.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses,544.4
862,52027107,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.0, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,2722.0,14695.0,Jubilee Town ,Punjab,Jubilee Town,Houses,544.4
864,52027108,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,3.5, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,2722.0,12858.0,Jubilee Town ,Punjab,Jubilee Town,Houses,453.6666666666667
865,51981179,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,0.85, For Sale,"Ferozepur Road, Lahore, Punjab, ",Relatively New,817.0,10404.0,Awan Market,Punjab,Ferozepur Road,Houses,272.3333333333333
866,51821727,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,3.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,14144.0,Air Avenue ,Punjab,DHA Defence,Houses,680.5
867,51524124,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,1.15, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,817.0,14076.0,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses,272.3333333333333
871,50199073,Lahore,2.0,6.0,7.0,1.0,3.0,1.0,3.8, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,13960.0,LDA Avenue,Punjab,LDA Avenue,Houses,453.6666666666667
872,50213992,Lahore,1.0,6.0,6.0,1.0,3.0,1.0,2.9, For Sale,"Defence Road, Lahore, Punjab, ",Relatively New,1634.0,17748.0,Dream Gardens,Punjab,Defence Road,Houses,272.3333333333333
873,50302307,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,4.3, For Sale,"Izmir Town, Lahore, Punjab, ",Relatively New,2722.0,15797.0,Izmir Town,Punjab,Izmir Town,Houses,453.6666666666667
874,50302387,Lahore,4.0,6.0,7.0,1.0,2.0,1.0,6.9, For Sale,"Izmir Town, Lahore, Punjab, ",Relatively New,5445.0,12672.0,Izmir Town,Punjab,Izmir Town,Houses,907.5
876,51996579,Lahore,4.0,5.0,5.0,2.0,2.0,1.0,8.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,16345.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
877,52093326,Lahore,4.0,5.0,6.0,2.0,3.0,3.0,8.85, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,16253.0,DHA Phase 5,Punjab,DHA Defence,Houses,1089.0
878,52090873,Lahore,4.0,5.0,6.0,2.0,3.0,0.0,7.3, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13407.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
880,52017511,Lahore,3.0,6.0,6.0,0.0,2.0,0.0,5.0, For Sale,"Raiwind Road, Lahore, Punjab, ",Under Construction,2722.0,18369.0,Lake City ,Punjab,Raiwind Road,Houses,453.6666666666667
883,52112566,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,0.8, For Sale,"Al Haram Garden, Lahore, Punjab, ",Under Construction,817.0,9792.0,Al Ahmad Haram Garden,Punjab,Al Haram Garden,Houses,272.3333333333333
884,52116543,Lahore,1.0,1.0,1.0,0.0,1.0,1.0,0.65, For Sale,"Gulberg, Lahore, Punjab, ",New Property,544.0,11949.0,CBD Punjab (PCBDDA),Punjab,Gulberg,Flats,544.0
885,51871965,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,1.02, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,817.0,12485.0,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses,272.3333333333333
888,51892776,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14490.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
889,51525048,Lahore,1.0,5.0,4.0,2.0,2.0,2.0,2.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16532.0,DHA 9 Town,Punjab,DHA Defence,Houses,272.2
891,52013057,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,7.4, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13590.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
893,52112551,Lahore,1.0,3.0,3.0,1.0,2.0,2.0,1.25, For Sale,"Raiwind Road, Lahore, Punjab, ",New Property,817.0,15300.0,Al Ahmad,Punjab,Raiwind Road,Houses,272.3333333333333
894,52076863,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,2.0, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,14695.0,Paragon City,Punjab,Paragon City,Houses,453.6666666666667
895,52081737,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,1.9, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,13960.0,Paragon City,Punjab,Paragon City,Houses,453.6666666666667
896,52098354,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Under Construction,1361.0,12123.0,Al Ahmad,Punjab,GT Road,Houses,272.2
897,52097955,Lahore,2.0,6.0,7.0,0.0,2.0,0.0,6.25, For Sale,"Punjab Coop Housing Society, Lahore, Punjab, ",Undefined,5445.0,11478.0,Punjab Coop Housing ,Punjab,Punjab Coop Housing Society,Houses,907.5
898,52115454,Lahore,4.0,7.0,8.0,1.0,2.0,1.0,6.0, For Sale,"Punjab Govt Employees Society, Lahore, Punjab, ",Moderately Old,4356.0,13774.0,PGECHS Phase 2,Punjab,Punjab Govt Employees Society,Houses,622.2857142857143
901,52111509,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14328.0,DHA 9 Town ,Punjab,DHA Defence,Houses,453.6666666666667
903,52112643,Lahore,4.0,5.0,6.0,2.0,2.0,0.0,6.35, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11662.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
905,52103148,Lahore,2.0,4.0,4.0,1.0,2.0,1.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,2722.0,27553.0,DHA Phase 6,Punjab,DHA Defence,Houses,680.5
906,51270449,Lahore,2.0,3.0,4.0,11.0,2.0,1.0,2.3, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,16899.0,DHA 11 Rahbar Phase 2 ,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
914,51869633,Lahore,4.0,6.0,7.0,2.0,2.0,2.0,9.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,16529.0,DHA Phase 5,Punjab,DHA Defence,Houses,907.5
915,51869722,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,5.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,10468.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
916,51090036,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14601.0,DHA Phase 5 ,Punjab,DHA Defence,Houses,1089.0
917,51666094,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,6.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11846.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
918,52031327,Lahore,3.0,4.0,4.0,0.0,1.0,1.0,4.1, For Sale,"Askari, Lahore, Punjab, ",New Property,2722.0,15062.0,Askari 11 ,Punjab,Askari,Houses,680.5
919,51880552,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.98, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12819.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
923,51997397,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,1.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13593.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
924,52111728,Lahore,2.0,4.0,5.0,1.0,0.0,1.0,4.5, For Sale,"Paragon City, Lahore, Punjab, ",Undefined,2722.0,16532.0,Paragon City ,Punjab,Paragon City,Houses,680.5
925,51995982,Lahore,2.0,5.0,5.0,2.0,2.0,1.0,7.05, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12948.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
928,52077036,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11938.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
930,52088289,Lahore,4.0,6.0,7.0,2.0,3.0,1.0,12.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,11708.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1815.0
932,51931420,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,2.3, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,16899.0,DHA 11 Rahbar Phase 2 ,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
933,52116729,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,8.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15611.0,DHA Phase 6,Punjab,DHA Defence,Houses,1815.0
935,51913191,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,2.4, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,17634.0,DHA 11 Rahbar Phase 2 ,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
936,52017155,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,6.25, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,11478.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
937,51824317,Lahore,2.0,4.0,4.0,0.0,1.0,1.0,3.1, For Sale,"Askari, Lahore, Punjab, ",New Property,3267.0,9489.0,Askari 11 ,Punjab,Askari,Houses,816.75
939,52116811,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,11938.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
942,52116801,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,7.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14325.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
943,51942862,Lahore,1.0,3.0,4.0,0.0,2.0,0.0,1.55, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,11389.0,DHA 11 Rahbar Phase 2 Extension ,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
944,52116774,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.85, For Sale,"DHA Defence, Lahore, Punjab, ",Old Property,1361.0,13593.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
945,51748976,Lahore,5.0,5.0,6.0,2.0,2.0,0.0,7.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13315.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
946,51748783,Lahore,5.0,5.0,6.0,2.0,2.0,1.0,6.35, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11662.0,DHA Phase 3,Punjab,DHA Defence,Houses,1089.0
947,52001371,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,13774.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
952,52120961,Lahore,3.0,6.0,7.0,1.0,2.0,1.0,4.4, For Sale,"Punjab Govt Employees Society, Lahore, Punjab, ",Under Construction,2722.0,16165.0,PGECHS Phase 2,Punjab,Punjab Govt Employees Society,Houses,453.6666666666667
955,52067223,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11938.0,DHA Phase 3,Punjab,DHA Defence,Houses,1089.0
959,52011601,Lahore,1.0,4.0,4.0,2.0,2.0,1.0,2.1, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,15430.0,Park View City ,Punjab,Park View City,Houses,340.25
960,52012992,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,8.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14692.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
962,52107805,Lahore,2.0,3.0,7.0,1.0,2.0,1.0,1.75, For Sale,"Bahria Town, Lahore, Punjab, ",Under Construction,1361.0,12858.0,Bahria Town ,Punjab,Bahria Town,Houses,453.6666666666667
963,52134012,Lahore,1.0,5.0,8.0,1.0,3.0,1.0,3.25, For Sale,"Johar Town, Lahore, Punjab, ",Under Construction,1361.0,23880.0,Johar Town Phase 2,Punjab,Johar Town,Houses,272.2
967,52028992,Lahore,4.0,6.0,7.0,2.0,0.0,1.0,9.79, For Sale,"Wapda Town, Lahore, Punjab, ",New Property,10890.0,8990.0,Wapda Town,Punjab,Wapda Town,Houses,1815.0
969,52065490,Lahore,2.0,3.0,3.0,1.0,1.0,1.0,3.6, For Sale,"Askari, Lahore, Punjab, ",Under Construction,2722.0,13226.0,Askari 10 ,Punjab,Askari,Houses,907.3333333333334
970,51003057,Lahore,1.0,3.0,3.0,0.0,2.0,1.0,2.1, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,1361.0,15430.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,453.6666666666667
971,52065583,Lahore,2.0,4.0,4.0,1.0,1.0,2.0,5.75, For Sale,"Askari, Lahore, Punjab, ",New Property,2722.0,21124.0,Askari 10 ,Punjab,Askari,Houses,680.5
972,51858306,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,8.11, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14894.0,DHA Phase 5 ,Punjab,DHA Defence,Houses,1089.0
973,51936827,Lahore,4.0,6.0,7.0,2.0,2.0,2.0,17.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,16520.0,DHA Phase 6,Punjab,DHA Defence,Houses,1815.0
974,52084690,Lahore,1.0,3.0,4.0,0.0,2.0,0.0,1.92, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14107.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
977,47097334,Lahore,4.0,7.0,8.0,1.0,3.0,1.0,5.45, For Sale,"Punjab Coop Housing Society, Lahore, Punjab, ",New Property,5445.0,10009.0,Punjab Coop Housing Society,Punjab,Punjab Coop Housing Society,Houses,777.8571428571429
979,52117386,Lahore,1.0,3.0,4.0,0.0,1.0,1.0,2.25, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,16532.0,Paragon City ,Punjab,Paragon City,Houses,453.6666666666667
980,52091696,Lahore,0.0,0.0,0.0,0.0,0.0,0.0,8.1, For Sale,"Askari, Lahore, Punjab, ",Old Property,4084.0,19833.0,Askari 10 ,Punjab,Askari,Houses,inf
981,52030453,Lahore,2.0,3.0,3.0,1.0,1.0,1.0,4.4, For Sale,"Askari, Lahore, Punjab, ",New Property,2722.0,16165.0,Askari 10 ,Punjab,Askari,Houses,907.3333333333334
982,51760459,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.25, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,16532.0,DHA 11 Rahbar,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
983,51508884,Lahore,2.0,5.0,6.0,1.0,2.0,2.0,4.5, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,2722.0,16532.0,DHA Phase 3,Punjab,DHA Defence,Houses,544.4
988,52132940,Lahore,6.0,6.0,7.0,3.0,3.0,2.0,14.95, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,10890.0,13728.0,DHA Phase 3,Punjab,DHA Defence,Houses,1815.0
990,52132622,Lahore,1.0,3.0,3.0,0.0,2.0,1.0,1.06, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Under Construction,681.0,15565.0,Al Ahmad Rehman Garden Phase 4,Punjab,Al Rehman Garden,Houses,227.0
991,50919178,Lahore,2.0,1.0,1.0,1.0,1.0,1.0,3.5, For Sale,"Gulberg, Lahore, Punjab, ",Relatively New,1579.0,22166.0,Oyster Court Luxury Residences,Punjab,Gulberg,Lower,1579.0
994,51543586,Lahore,3.0,4.0,5.0,2.0,2.0,2.0,5.3, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,5445.0,9734.0,DHA Phase 1,Punjab,DHA Defence,Houses,1361.25
995,51543689,Lahore,2.0,4.0,5.0,2.0,2.0,2.0,4.0, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,2450.0,16327.0,DHA Phase 3,Punjab,DHA Defence,Houses,612.5
1002,50148944,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,6.0, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,11019.0,Bahria Town ,Punjab,Bahria Town,Houses,1089.0
1004,52124913,Lahore,1.0,3.0,4.0,0.0,1.0,1.0,1.79, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13152.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
1005,51546926,Lahore,5.0,5.0,6.0,2.0,2.0,2.0,9.75, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,8712.0,11191.0,DHA Phase 1,Punjab,DHA Defence,Houses,1742.4
1006,51561983,Lahore,5.0,7.0,8.0,2.0,2.0,2.0,13.5, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,10890.0,12397.0,DHA Phase 1,Punjab,DHA Defence,Houses,1555.7142857142858
1007,52013108,Lahore,2.0,3.0,4.0,2.0,2.0,2.0,3.3, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,1634.0,20196.0,DHA Phase 4,Punjab,DHA Defence,Houses,544.6666666666666
1008,52112035,Lahore,6.0,6.0,7.0,2.0,3.0,2.0,44.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,11979.0,37148.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1996.5
1010,50157359,Lahore,3.0,6.0,6.0,1.0,2.0,2.0,8.75, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Moderately Old,5445.0,16070.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,907.5
1014,52013728,Lahore,2.0,3.0,3.0,1.0,1.0,1.0,3.25, For Sale,"Askari, Lahore, Punjab, ",Relatively New,2722.0,11940.0,Askari 10 ,Punjab,Askari,Houses,907.3333333333334
1015,52008864,Lahore,1.0,5.0,5.0,1.0,1.0,1.0,9.0, For Sale,"Askari, Lahore, Punjab, ",Relatively New,4628.0,19447.0,Askari 10 ,Punjab,Askari,Houses,925.6
1016,52016360,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14674.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
1023,52023880,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,5445.0,11938.0,DHA Phase 3,Punjab,DHA Defence,Houses,1089.0
1024,52008634,Lahore,1.0,6.0,5.0,1.0,1.0,1.0,4.7, For Sale,"Askari, Lahore, Punjab, ",New Property,2722.0,17267.0,Askari 10 ,Punjab,Askari,Houses,453.6666666666667
1026,52087919,Lahore,4.0,5.0,6.0,1.0,2.0,1.0,7.2, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,13223.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1089.0
1032,49119043,Lahore,2.0,5.0,5.0,1.0,2.0,1.0,1.58, For Sale,"Canal Garden, Lahore, Punjab, ",New Property,1361.0,11609.0,Canal Garden,Punjab,Canal Garden,Houses,272.2
1033,52046628,Lahore,1.0,4.0,4.0,0.0,2.0,1.0,3.15, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1824.0,17270.0,Park View City ,Punjab,Park View City,Houses,456.0
1034,50968583,Lahore,6.0,5.0,7.0,3.0,3.0,3.0,15.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,13774.0,DHA Phase 6,Punjab,DHA Defence,Houses,2178.0
1052,52044263,Lahore,1.0,2.0,2.0,0.0,1.0,0.0,2.0, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,1497.0,13360.0,DHA Phase 8 ,Punjab,DHA Defence,Flats,748.5
1053,51965317,Lahore,3.0,5.0,6.0,1.0,2.0,1.0,4.2, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,15430.0,Bahria Town ,Punjab,Bahria Town,Houses,544.4
1054,52124673,Lahore,2.0,6.0,6.0,1.0,2.0,2.0,3.29, For Sale,"Jubilee Town, Lahore, Punjab, ",Under Construction,2722.0,12087.0,Jubilee Town,Punjab,Jubilee Town,Houses,453.6666666666667
1055,52016586,Lahore,2.0,3.0,3.0,1.0,1.0,1.0,3.15, For Sale,"Askari, Lahore, Punjab, ",New Property,2722.0,11572.0,Askari 10 ,Punjab,Askari,Houses,907.3333333333334
1058,52048182,Lahore,2.0,3.0,4.0,1.0,1.0,0.0,2.75, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,2450.0,11224.0,DHA Phase 8 ,Punjab,DHA Defence,Lower,816.6666666666666
1059,52098538,Lahore,2.0,0.0,0.0,0.0,0.0,0.0,1.85, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,13593.0,Park View City,Punjab,Park View City,Houses,inf
1060,52091866,Lahore,2.0,0.0,0.0,0.0,0.0,0.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,16165.0,Park View City,Punjab,Park View City,Houses,inf
1061,51662202,Lahore,6.0,6.0,7.0,2.0,2.0,2.0,32.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,29385.0,DHA Phase 5 ,Punjab,DHA Defence,Houses,1815.0
1063,52134033,Lahore,1.0,0.0,0.0,0.0,0.0,0.0,15.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,27548.0,DHA Phase 7,Punjab,DHA Defence,Houses,inf
1064,52135268,Lahore,4.0,8.0,10.0,1.0,2.0,1.0,2.8, For Sale,"Lahore Canal Bank Cooperative Housing Society, Lahore, Punjab, ",Relatively New,1634.0,17136.0,Lahore Canal Bank Cooperative Housing Society,Punjab,Lahore Canal Bank Cooperative Housing Society,Houses,204.25
1065,52113356,Lahore,2.0,4.0,5.0,0.0,2.0,1.0,4.3, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,2722.0,15797.0,Paragon City ,Punjab,Paragon City,Houses,680.5
1068,51436837,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,7.43, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13646.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
1070,52108134,Lahore,2.0,0.0,0.0,0.0,0.0,0.0,2.1, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,15430.0,Park View City,Punjab,Park View City,Houses,inf
1071,50595072,Lahore,3.0,7.0,5.0,1.0,2.0,0.0,4.5, For Sale,"Township, Lahore, Punjab, ",New Property,1361.0,33064.0,Township ,Punjab,Township,Houses,194.42857142857142
1072,50595119,Lahore,4.0,7.0,5.0,1.0,0.0,0.0,2.5, For Sale,"Township, Lahore, Punjab, ",New Property,1361.0,18369.0,Township ,Punjab,Township,Houses,194.42857142857142
1073,51955413,Lahore,3.0,4.0,4.0,1.0,2.0,2.0,6.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,25533.0,DHA Phase 5 ,Punjab,DHA Defence,Houses,680.5
1075,52036365,Lahore,1.0,3.0,4.0,0.0,2.0,0.0,1.9, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,1361.0,13960.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses,453.6666666666667
1076,52024905,Lahore,1.0,5.0,5.0,1.0,2.0,4.0,2.3, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Under Construction,1634.0,14076.0,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses,326.8
1078,52133774,Lahore,4.0,5.0,5.0,1.0,2.0,1.0,4.8, For Sale,"DHA Defence, Lahore, Punjab, ",Old Property,5445.0,8815.0,DHA Phase 3,Punjab,DHA Defence,Houses,1089.0
1079,52133727,Lahore,4.0,5.0,5.0,1.0,2.0,1.0,4.75, For Sale,"DHA Defence, Lahore, Punjab, ",Old Property,5445.0,8724.0,DHA Phase 4,Punjab,DHA Defence,Houses,1089.0
